10,"[('This', 'DT'), ('change', 'NN'), ('of', 'IN'), ('direction', 'NN'), ('was', 'VBD'), ('compared', 'VBN'), ('to', 'TO'), ('punk', 'VB'), ('and', 'CC'), ('in', 'IN'), ('the', 'DT'), ('late', 'JJ'), ('1970s', 'NNS'), ('became', 'VBD'), ('known', 'VBN'), ('as', 'IN'), ('the', 'DT'), ('New', 'NNP'), ('Wave', 'NNP'), ('of', 'IN'), ('British', 'NNP'), ('Heavy', 'NNP'), ('Metal', 'NNP'), ('(', '('), ('NWOBHM', 'NNP'), (')', ')'), ('.', '.')]"
11,"[('This', 'DT'), ('change', 'NN'), ('of', 'IN'), ('direction', 'NN'), ('was', 'VBD'), ('compared', 'VBN'), ('to', 'TO'), ('punk', 'VB'), ('and', 'CC'), ('in', 'IN'), ('the', 'DT'), ('late', 'JJ'), ('1970s', 'NNS'), ('became', 'VBD'), ('known', 'VBN'), ('as', 'IN'), ('the', 'DT'), ('New', 'NNP'), ('Wave', 'NNP'), ('of', 'IN'), ('British', 'NNP'), ('Heavy', 'NNP'), ('Metal', 'NNP'), ('(', '('), ('NWOBHM', 'NNP'), (')', ')'), ('.', '.')]"
12,"[('The', 'DT'), ('operative', 'JJ'), ('attitude', 'NN'), ('may', 'MD'), ('have', 'VB'), ('been', 'VBN'), ('summed', 'VBN'), ('up', 'RP'), ('best', 'JJS'), ('by', 'IN'), ('the', 'DT'), ('response', 'NN'), ('Leiber', 'NNP'), ('and', 'CC'), ('Stoller', 'NNP'), ('received', 'VBD'), ('when', 'WRB'), ('they', 'PRP'), ('brought', 'VBD'), ('a', 'DT'), ('serious', 'JJ'), ('film', 'NN'), ('project', 'NN'), ('for', 'IN'), ('Presley', 'NNP'), ('to', 'TO'), ('Parker', 'NNP'), ('and', 'CC'), ('the', 'DT'), ('Hill', 'NNP'), ('and', 'CC'), ('Range', 'NNP'), ('owners', 'NNS'), ('for', 'IN'), ('their', 'PRP$'), ('consideration', 'NN'), ('.', '.')]"
13,"[('The', 'DT'), ('operative', 'JJ'), ('attitude', 'NN'), ('may', 'MD'), ('have', 'VB'), ('been', 'VBN'), ('summed', 'VBN'), ('up', 'RP'), ('best', 'JJS'), ('by', 'IN'), ('the', 'DT'), ('response', 'NN'), ('Leiber', 'NNP'), ('and', 'CC'), ('Stoller', 'NNP'), ('received', 'VBD'), ('when', 'WRB'), ('they', 'PRP'), ('brought', 'VBD'), ('a', 'DT'), ('serious', 'JJ'), ('film', 'NN'), ('project', 'NN'), ('for', 'IN'), ('Presley', 'NNP'), ('to', 'TO'), ('Parker', 'NNP'), ('and', 'CC'), ('the', 'DT'), ('Hill', 'NNP'), ('and', 'CC'), ('Range', 'NNP'), ('owners', 'NNS'), ('for', 'IN'), ('their', 'PRP$'), ('consideration', 'NN'), ('.', '.')]"
14,"[('The', 'DT'), ('operative', 'JJ'), ('attitude', 'NN'), ('may', 'MD'), ('have', 'VB'), ('been', 'VBN'), ('summed', 'VBN'), ('up', 'RP'), ('best', 'JJS'), ('by', 'IN'), ('the', 'DT'), ('response', 'NN'), ('Leiber', 'NNP'), ('and', 'CC'), ('Stoller', 'NNP'), ('received', 'VBD'), ('when', 'WRB'), ('they', 'PRP'), ('brought', 'VBD'), ('a', 'DT'), ('serious', 'JJ'), ('film', 'NN'), ('project', 'NN'), ('for', 'IN'), ('Presley', 'NNP'), ('to', 'TO'), ('Parker', 'NNP'), ('and', 'CC'), ('the', 'DT'), ('Hill', 'NNP'), ('and', 'CC'), ('Range', 'NNP'), ('owners', 'NNS'), ('for', 'IN'), ('their', 'PRP$'), ('consideration', 'NN'), ('.', '.')]"
15,"[('The', 'DT'), ('operative', 'JJ'), ('attitude', 'NN'), ('may', 'MD'), ('have', 'VB'), ('been', 'VBN'), ('summed', 'VBN'), ('up', 'RP'), ('best', 'JJS'), ('by', 'IN'), ('the', 'DT'), ('response', 'NN'), ('Leiber', 'NNP'), ('and', 'CC'), ('Stoller', 'NNP'), ('received', 'VBD'), ('when', 'WRB'), ('they', 'PRP'), ('brought', 'VBD'), ('a', 'DT'), ('serious', 'JJ'), ('film', 'NN'), ('project', 'NN'), ('for', 'IN'), ('Presley', 'NNP'), ('to', 'TO'), ('Parker', 'NNP'), ('and', 'CC'), ('the', 'DT'), ('Hill', 'NNP'), ('and', 'CC'), ('Range', 'NNP'), ('owners', 'NNS'), ('for', 'IN'), ('their', 'PRP$'), ('consideration', 'NN'), ('.', '.')]"
16,"[('Because', 'IN'), ('of', 'IN'), ('the', 'DT'), ('positive', 'JJ'), ('void', 'JJ'), ('coefficient', 'NN'), ('of', 'IN'), ('the', 'DT'), ('RBMK', 'NNP'), ('reactor', 'NN'), ('at', 'IN'), ('low', 'JJ'), ('reactor', 'NN'), ('power', 'NN'), ('levels', 'NNS'), (',', ','), ('it', 'PRP'), ('was', 'VBD'), ('now', 'RB'), ('primed', 'VBN'), ('to', 'TO'), ('embark', 'VB'), ('on', 'IN'), ('a', 'DT'), ('positive', 'JJ'), ('feedback', 'NN'), ('loop', 'NN'), (',', ','), ('in', 'IN'), ('which', 'WDT'), ('the', 'DT'), ('formation', 'NN'), ('of', 'IN'), ('steam', 'NN'), ('voids', 'NNS'), ('reduced', 'VBD'), ('the', 'DT'), ('ability', 'NN'), ('of', 'IN'), ('the', 'DT'), ('liquid', 'JJ'), ('water', 'NN'), ('coolant', 'NN'), ('to', 'TO'), ('absorb', 'VB'), ('neutrons', 'NNS'), (',', ','), ('which', 'WDT'), ('in', 'IN'), ('turn', 'NN'), ('increased', 'VBD'), ('the', 'DT'), ('reactor', 'NN'), (""'s"", 'POS'), ('power', 'NN'), ('output', 'NN'), ('.', '.')]"
17,"[('Because', 'IN'), ('of', 'IN'), ('the', 'DT'), ('positive', 'JJ'), ('void', 'JJ'), ('coefficient', 'NN'), ('of', 'IN'), ('the', 'DT'), ('RBMK', 'NNP'), ('reactor', 'NN'), ('at', 'IN'), ('low', 'JJ'), ('reactor', 'NN'), ('power', 'NN'), ('levels', 'NNS'), (',', ','), ('it', 'PRP'), ('was', 'VBD'), ('now', 'RB'), ('primed', 'VBN'), ('to', 'TO'), ('embark', 'VB'), ('on', 'IN'), ('a', 'DT'), ('positive', 'JJ'), ('feedback', 'NN'), ('loop', 'NN'), (',', ','), ('in', 'IN'), ('which', 'WDT'), ('the', 'DT'), ('formation', 'NN'), ('of', 'IN'), ('steam', 'NN'), ('voids', 'NNS'), ('reduced', 'VBD'), ('the', 'DT'), ('ability', 'NN'), ('of', 'IN'), ('the', 'DT'), ('liquid', 'JJ'), ('water', 'NN'), ('coolant', 'NN'), ('to', 'TO'), ('absorb', 'VB'), ('neutrons', 'NNS'), (',', ','), ('which', 'WDT'), ('in', 'IN'), ('turn', 'NN'), ('increased', 'VBD'), ('the', 'DT'), ('reactor', 'NN'), (""'s"", 'POS'), ('power', 'NN'), ('output', 'NN'), ('.', '.')]"
18,"[('Because', 'IN'), ('of', 'IN'), ('the', 'DT'), ('positive', 'JJ'), ('void', 'JJ'), ('coefficient', 'NN'), ('of', 'IN'), ('the', 'DT'), ('RBMK', 'NNP'), ('reactor', 'NN'), ('at', 'IN'), ('low', 'JJ'), ('reactor', 'NN'), ('power', 'NN'), ('levels', 'NNS'), (',', ','), ('it', 'PRP'), ('was', 'VBD'), ('now', 'RB'), ('primed', 'VBN'), ('to', 'TO'), ('embark', 'VB'), ('on', 'IN'), ('a', 'DT'), ('positive', 'JJ'), ('feedback', 'NN'), ('loop', 'NN'), (',', ','), ('in', 'IN'), ('which', 'WDT'), ('the', 'DT'), ('formation', 'NN'), ('of', 'IN'), ('steam', 'NN'), ('voids', 'NNS'), ('reduced', 'VBD'), ('the', 'DT'), ('ability', 'NN'), ('of', 'IN'), ('the', 'DT'), ('liquid', 'JJ'), ('water', 'NN'), ('coolant', 'NN'), ('to', 'TO'), ('absorb', 'VB'), ('neutrons', 'NNS'), (',', ','), ('which', 'WDT'), ('in', 'IN'), ('turn', 'NN'), ('increased', 'VBD'), ('the', 'DT'), ('reactor', 'NN'), (""'s"", 'POS'), ('power', 'NN'), ('output', 'NN'), ('.', '.')]"
19,"[('Because', 'IN'), ('of', 'IN'), ('the', 'DT'), ('positive', 'JJ'), ('void', 'JJ'), ('coefficient', 'NN'), ('of', 'IN'), ('the', 'DT'), ('RBMK', 'NNP'), ('reactor', 'NN'), ('at', 'IN'), ('low', 'JJ'), ('reactor', 'NN'), ('power', 'NN'), ('levels', 'NNS'), (',', ','), ('it', 'PRP'), ('was', 'VBD'), ('now', 'RB'), ('primed', 'VBN'), ('to', 'TO'), ('embark', 'VB'), ('on', 'IN'), ('a', 'DT'), ('positive', 'JJ'), ('feedback', 'NN'), ('loop', 'NN'), (',', ','), ('in', 'IN'), ('which', 'WDT'), ('the', 'DT'), ('formation', 'NN'), ('of', 'IN'), ('steam', 'NN'), ('voids', 'NNS'), ('reduced', 'VBD'), ('the', 'DT'), ('ability', 'NN'), ('of', 'IN'), ('the', 'DT'), ('liquid', 'JJ'), ('water', 'NN'), ('coolant', 'NN'), ('to', 'TO'), ('absorb', 'VB'), ('neutrons', 'NNS'), (',', ','), ('which', 'WDT'), ('in', 'IN'), ('turn', 'NN'), ('increased', 'VBD'), ('the', 'DT'), ('reactor', 'NN'), (""'s"", 'POS'), ('power', 'NN'), ('output', 'NN'), ('.', '.')]"
20,"[('The', 'DT'), ('success', 'NN'), ('of', 'IN'), ('the', 'DT'), ('First', 'NNP'), ('Opium', 'NNP'), ('War', 'NNP'), ('allowed', 'VBD'), ('the', 'DT'), ('British', 'JJ'), ('to', 'TO'), ('resume', 'VB'), ('the', 'DT'), ('opium', 'NN'), ('trade', 'NN'), ('with', 'IN'), ('China', 'NNP'), ('.', '.')]"
21,"[('The', 'DT'), ('success', 'NN'), ('of', 'IN'), ('the', 'DT'), ('First', 'NNP'), ('Opium', 'NNP'), ('War', 'NNP'), ('allowed', 'VBD'), ('the', 'DT'), ('British', 'JJ'), ('to', 'TO'), ('resume', 'VB'), ('the', 'DT'), ('opium', 'NN'), ('trade', 'NN'), ('with', 'IN'), ('China', 'NNP'), ('.', '.')]"
22,"[('The', 'DT'), ('success', 'NN'), ('of', 'IN'), ('the', 'DT'), ('First', 'NNP'), ('Opium', 'NNP'), ('War', 'NNP'), ('allowed', 'VBD'), ('the', 'DT'), ('British', 'JJ'), ('to', 'TO'), ('resume', 'VB'), ('the', 'DT'), ('opium', 'NN'), ('trade', 'NN'), ('with', 'IN'), ('China', 'NNP'), ('.', '.')]"
23,"[('The', 'DT'), ('success', 'NN'), ('of', 'IN'), ('the', 'DT'), ('First', 'NNP'), ('Opium', 'NNP'), ('War', 'NNP'), ('allowed', 'VBD'), ('the', 'DT'), ('British', 'JJ'), ('to', 'TO'), ('resume', 'VB'), ('the', 'DT'), ('opium', 'NN'), ('trade', 'NN'), ('with', 'IN'), ('China', 'NNP'), ('.', '.')]"
24,"[('A', 'DT'), ('few', 'JJ'), ('fudai', 'NN'), ('daimyo', 'NN'), (',', ','), ('such', 'JJ'), ('as', 'IN'), ('the', 'DT'), ('Ii', 'NNP'), ('of', 'IN'), ('Hikone', 'NNP'), (',', ','), ('held', 'VBD'), ('large', 'JJ'), ('han', 'NN'), (',', ','), ('but', 'CC'), ('many', 'JJ'), ('were', 'VBD'), ('small', 'JJ'), ('.', '.')]"
25,"[('A', 'DT'), ('few', 'JJ'), ('fudai', 'NN'), ('daimyo', 'NN'), (',', ','), ('such', 'JJ'), ('as', 'IN'), ('the', 'DT'), ('Ii', 'NNP'), ('of', 'IN'), ('Hikone', 'NNP'), (',', ','), ('held', 'VBD'), ('large', 'JJ'), ('han', 'NN'), (',', ','), ('but', 'CC'), ('many', 'JJ'), ('were', 'VBD'), ('small', 'JJ'), ('.', '.')]"
26,"[('A', 'DT'), ('few', 'JJ'), ('fudai', 'NN'), ('daimyo', 'NN'), (',', ','), ('such', 'JJ'), ('as', 'IN'), ('the', 'DT'), ('Ii', 'NNP'), ('of', 'IN'), ('Hikone', 'NNP'), (',', ','), ('held', 'VBD'), ('large', 'JJ'), ('han', 'NN'), (',', ','), ('but', 'CC'), ('many', 'JJ'), ('were', 'VBD'), ('small', 'JJ'), ('.', '.')]"
27,"[('A', 'DT'), ('few', 'JJ'), ('fudai', 'NN'), ('daimyo', 'NN'), (',', ','), ('such', 'JJ'), ('as', 'IN'), ('the', 'DT'), ('Ii', 'NNP'), ('of', 'IN'), ('Hikone', 'NNP'), (',', ','), ('held', 'VBD'), ('large', 'JJ'), ('han', 'NN'), (',', ','), ('but', 'CC'), ('many', 'JJ'), ('were', 'VBD'), ('small', 'JJ'), ('.', '.')]"
28,"[('Over', 'IN'), ('the', 'DT'), ('years', 'NNS'), (',', ','), ('the', 'DT'), ('length', 'NN'), ('of', 'IN'), ('the', 'DT'), ('interval', 'NN'), ('has', 'VBZ'), ('increased', 'VBN'), (',', ','), ('which', 'WDT'), ('may', 'MD'), ('be', 'VB'), ('the', 'DT'), ('result', 'NN'), ('of', 'IN'), ('earthquakes', 'NNS'), ('affecting', 'VBG'), ('subterranean', 'JJ'), ('water', 'NN'), ('levels', 'NNS'), ('.', '.')]"
29,"[('Over', 'IN'), ('the', 'DT'), ('years', 'NNS'), (',', ','), ('the', 'DT'), ('length', 'NN'), ('of', 'IN'), ('the', 'DT'), ('interval', 'NN'), ('has', 'VBZ'), ('increased', 'VBN'), (',', ','), ('which', 'WDT'), ('may', 'MD'), ('be', 'VB'), ('the', 'DT'), ('result', 'NN'), ('of', 'IN'), ('earthquakes', 'NNS'), ('affecting', 'VBG'), ('subterranean', 'JJ'), ('water', 'NN'), ('levels', 'NNS'), ('.', '.')]"
30,"[('Over', 'IN'), ('the', 'DT'), ('years', 'NNS'), (',', ','), ('the', 'DT'), ('length', 'NN'), ('of', 'IN'), ('the', 'DT'), ('interval', 'NN'), ('has', 'VBZ'), ('increased', 'VBN'), (',', ','), ('which', 'WDT'), ('may', 'MD'), ('be', 'VB'), ('the', 'DT'), ('result', 'NN'), ('of', 'IN'), ('earthquakes', 'NNS'), ('affecting', 'VBG'), ('subterranean', 'JJ'), ('water', 'NN'), ('levels', 'NNS'), ('.', '.')]"
31,"[('Over', 'IN'), ('the', 'DT'), ('years', 'NNS'), (',', ','), ('the', 'DT'), ('length', 'NN'), ('of', 'IN'), ('the', 'DT'), ('interval', 'NN'), ('has', 'VBZ'), ('increased', 'VBN'), (',', ','), ('which', 'WDT'), ('may', 'MD'), ('be', 'VB'), ('the', 'DT'), ('result', 'NN'), ('of', 'IN'), ('earthquakes', 'NNS'), ('affecting', 'VBG'), ('subterranean', 'JJ'), ('water', 'NN'), ('levels', 'NNS'), ('.', '.')]"
32,"[('These', 'DT'), ('areas', 'NNS'), ('have', 'VBP'), ('been', 'VBN'), ('affected', 'VBN'), ('by', 'IN'), ('some', 'DT'), ('of', 'IN'), ('the', 'DT'), ('many', 'JJ'), ('invasions', 'NNS'), ('of', 'IN'), ('North', 'NNP'), ('Africa', 'NNP'), (',', ','), ('most', 'JJS'), ('recently', 'RB'), ('that', 'IN'), ('of', 'IN'), ('the', 'DT'), ('French', 'JJ'), ('.', '.')]"
33,"[('These', 'DT'), ('areas', 'NNS'), ('have', 'VBP'), ('been', 'VBN'), ('affected', 'VBN'), ('by', 'IN'), ('some', 'DT'), ('of', 'IN'), ('the', 'DT'), ('many', 'JJ'), ('invasions', 'NNS'), ('of', 'IN'), ('North', 'NNP'), ('Africa', 'NNP'), (',', ','), ('most', 'JJS'), ('recently', 'RB'), ('that', 'IN'), ('of', 'IN'), ('the', 'DT'), ('French', 'JJ'), ('.', '.')]"
34,"[('These', 'DT'), ('areas', 'NNS'), ('have', 'VBP'), ('been', 'VBN'), ('affected', 'VBN'), ('by', 'IN'), ('some', 'DT'), ('of', 'IN'), ('the', 'DT'), ('many', 'JJ'), ('invasions', 'NNS'), ('of', 'IN'), ('North', 'NNP'), ('Africa', 'NNP'), (',', ','), ('most', 'JJS'), ('recently', 'RB'), ('that', 'IN'), ('of', 'IN'), ('the', 'DT'), ('French', 'JJ'), ('.', '.')]"
35,"[('These', 'DT'), ('areas', 'NNS'), ('have', 'VBP'), ('been', 'VBN'), ('affected', 'VBN'), ('by', 'IN'), ('some', 'DT'), ('of', 'IN'), ('the', 'DT'), ('many', 'JJ'), ('invasions', 'NNS'), ('of', 'IN'), ('North', 'NNP'), ('Africa', 'NNP'), (',', ','), ('most', 'JJS'), ('recently', 'RB'), ('that', 'IN'), ('of', 'IN'), ('the', 'DT'), ('French', 'JJ'), ('.', '.')]"
36,"[('One', 'CD'), ('kind', 'NN'), ('of', 'IN'), ('barrier', 'NN'), ('(', '('), ('snow', 'JJ'), ('net', 'NN'), (')', ')'), ('uses', 'VBZ'), ('a', 'DT'), ('net', 'JJ'), ('strung', 'NN'), ('between', 'IN'), ('poles', 'NNS'), ('that', 'WDT'), ('are', 'VBP'), ('anchored', 'VBN'), ('by', 'IN'), ('guy', 'NN'), ('wires', 'NNS'), ('in', 'IN'), ('addition', 'NN'), ('to', 'TO'), ('their', 'PRP$'), ('foundations', 'NNS'), ('.', '.')]"
