,PageTitle,SentenceID,QuestionID,Sentence,Question,Answer,JudgeId,Judgment
18,Chernobyl disaster,2a550300-3348-4d2a-b1f4-a6d52c64e71e,65bb89ac-7ad1-4427-8a83-aa5665114139,"Because of the positive void coefficient of the RBMK reactor at low reactor power levels, it was now primed to embark on a positive feedback loop, in which the formation of steam voids reduced the ability of the liquid water coolant to absorb neutrons, which in turn increased the reactor's power output.","Because of the positive void coefficient of the RBMK reactor at low reactor power levels, _  was now primed to embark on a positive feedback loop, in which the formation of steam voids reduced the ability of the liquid water coolant to absorb neutrons, which in turn increased the reactor's power output.",it,d9863dc1-b2c3-4d5c-be3d-5d72ebaa6b49,Bad
19,Chernobyl disaster,2a550300-3348-4d2a-b1f4-a6d52c64e71e,65bb89ac-7ad1-4427-8a83-aa5665114139,"Because of the positive void coefficient of the RBMK reactor at low reactor power levels, it was now primed to embark on a positive feedback loop, in which the formation of steam voids reduced the ability of the liquid water coolant to absorb neutrons, which in turn increased the reactor's power output.","Because of the positive void coefficient of the RBMK reactor at low reactor power levels, _  was now primed to embark on a positive feedback loop, in which the formation of steam voids reduced the ability of the liquid water coolant to absorb neutrons, which in turn increased the reactor's power output.",it,bbe344aa-c4da-4dc0-be09-6570704a7050,Bad
20,First Opium War,2073df6c-55c1-44ba-9c1c-75e579c896e6,46c876ea-3680-41d5-b4f7-16e726b88441,The success of the First Opium War allowed the British to resume the opium trade with China.,The success of the First Opium War allowed the British to resume _ _ _ _ _ _ _ _ with China.,the opium trade,69657179-8842-4edf-b07a-4ad9e4e2adce,Good
21,First Opium War,2073df6c-55c1-44ba-9c1c-75e579c896e6,46c876ea-3680-41d5-b4f7-16e726b88441,The success of the First Opium War allowed the British to resume the opium trade with China.,The success of the First Opium War allowed the British to resume _ _ _ _ _ _ _ _ with China.,the opium trade,d9863dc1-b2c3-4d5c-be3d-5d72ebaa6b49,Good
22,First Opium War,2073df6c-55c1-44ba-9c1c-75e579c896e6,46c876ea-3680-41d5-b4f7-16e726b88441,The success of the First Opium War allowed the British to resume the opium trade with China.,The success of the First Opium War allowed the British to resume _ _ _ _ _ _ _ _ with China.,the opium trade,ac02fc24-420d-46a6-8bbc-357c7531894f,Good
23,First Opium War,2073df6c-55c1-44ba-9c1c-75e579c896e6,46c876ea-3680-41d5-b4f7-16e726b88441,The success of the First Opium War allowed the British to resume the opium trade with China.,The success of the First Opium War allowed the British to resume _ _ _ _ _ _ _ _ with China.,the opium trade,a90fa432-4f71-46b1-a9a1-c5070c7ab719,Good
24,Daimyo,f8505d94-5f29-44e7-9b4c-d2c7d8f48ce5,bc4de270-9d0b-4494-96cb-a82e017cef50,"A few fudai daimyo, such as the Ii of Hikone , held large han, but many were small.","A few fudai daimyo, such as the Ii of Hikone , held _ _ _ _ _, but many were small.",large han,d9e8c076-cbd2-482d-8ff7-f1303f754110,Good
25,Daimyo,f8505d94-5f29-44e7-9b4c-d2c7d8f48ce5,bc4de270-9d0b-4494-96cb-a82e017cef50,"A few fudai daimyo, such as the Ii of Hikone , held large han, but many were small.","A few fudai daimyo, such as the Ii of Hikone , held _ _ _ _ _, but many were small.",large han,e2cc0e8f-295a-4d21-b974-d8855b436244,Bad
26,Daimyo,f8505d94-5f29-44e7-9b4c-d2c7d8f48ce5,bc4de270-9d0b-4494-96cb-a82e017cef50,"A few fudai daimyo, such as the Ii of Hikone , held large han, but many were small.","A few fudai daimyo, such as the Ii of Hikone , held _ _ _ _ _, but many were small.",large han,ac02fc24-420d-46a6-8bbc-357c7531894f,Okay
27,Daimyo,f8505d94-5f29-44e7-9b4c-d2c7d8f48ce5,bc4de270-9d0b-4494-96cb-a82e017cef50,"A few fudai daimyo, such as the Ii of Hikone , held large han, but many were small.","A few fudai daimyo, such as the Ii of Hikone , held _ _ _ _ _, but many were small.",large han,d9863dc1-b2c3-4d5c-be3d-5d72ebaa6b49,Good
28,Old Faithful,d2b0118f-f708-410b-ba1a-fffff6089ceb,4fa3002e-b4ee-4d93-a0dc-d2376588b28b,"Over the years, the length of the interval has increased, which may be the result of earthquakes affecting subterranean water levels.","Over the years, the length of the interval has _ _ _ _ _, which may be the result of earthquakes affecting subterranean water levels.",increased,d9863dc1-b2c3-4d5c-be3d-5d72ebaa6b49,Good
29,Old Faithful,d2b0118f-f708-410b-ba1a-fffff6089ceb,4fa3002e-b4ee-4d93-a0dc-d2376588b28b,"Over the years, the length of the interval has increased, which may be the result of earthquakes affecting subterranean water levels.","Over the years, the length of the interval has _ _ _ _ _, which may be the result of earthquakes affecting subterranean water levels.",increased,2fcdc0c6-65e8-4047-a611-9a1089cb386d,Good
30,Old Faithful,d2b0118f-f708-410b-ba1a-fffff6089ceb,4fa3002e-b4ee-4d93-a0dc-d2376588b28b,"Over the years, the length of the interval has increased, which may be the result of earthquakes affecting subterranean water levels.","Over the years, the length of the interval has _ _ _ _ _, which may be the result of earthquakes affecting subterranean water levels.",increased,e2cc0e8f-295a-4d21-b974-d8855b436244,Good
31,Old Faithful,d2b0118f-f708-410b-ba1a-fffff6089ceb,4fa3002e-b4ee-4d93-a0dc-d2376588b28b,"Over the years, the length of the interval has increased, which may be the result of earthquakes affecting subterranean water levels.","Over the years, the length of the interval has _ _ _ _ _, which may be the result of earthquakes affecting subterranean water levels.",increased,69c1a4cf-5e0b-45ba-b32e-87b6a08b458c,Good
32,Berber people,14af7dc6-2eae-44c4-abdb-23aa6314902a,db4dcaee-9215-4f32-8dfe-6f77d9d9a738,"These areas have been affected by some of the many invasions of North Africa, most recently that of the French .",These areas have been affected by some of _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _  .,"the many invasions of North Africa, most recently that of the French",d9863dc1-b2c3-4d5c-be3d-5d72ebaa6b49,Bad
33,Berber people,14af7dc6-2eae-44c4-abdb-23aa6314902a,db4dcaee-9215-4f32-8dfe-6f77d9d9a738,"These areas have been affected by some of the many invasions of North Africa, most recently that of the French .",These areas have been affected by some of _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _  .,"the many invasions of North Africa, most recently that of the French",6f1fe6bd-61ea-4472-895c-b5806199a980,Bad
34,Berber people,14af7dc6-2eae-44c4-abdb-23aa6314902a,db4dcaee-9215-4f32-8dfe-6f77d9d9a738,"These areas have been affected by some of the many invasions of North Africa, most recently that of the French .",These areas have been affected by some of _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _  .,"the many invasions of North Africa, most recently that of the French",091fb656-ea9f-4ef5-b7bf-1299ddc03970,Good
35,Berber people,14af7dc6-2eae-44c4-abdb-23aa6314902a,db4dcaee-9215-4f32-8dfe-6f77d9d9a738,"These areas have been affected by some of the many invasions of North Africa, most recently that of the French .",These areas have been affected by some of _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _  .,"the many invasions of North Africa, most recently that of the French",2969d253-dd0d-4c41-96d9-c65f29f6f515,Okay
36,Avalanche,2dfe10d7-aaaa-48a1-925f-664f7fe9b177,f747f995-e34a-4d81-b52f-4d5505d6dd33,One kind of barrier ( snow net ) uses a net strung between poles that are anchored by guy wires in addition to their foundations.,One kind of barrier ( snow net ) uses _ _ _ _ _ _  between poles that are anchored by guy wires in addition to their foundations.,a net strung,d9863dc1-b2c3-4d5c-be3d-5d72ebaa6b49,Good
37,Avalanche,2dfe10d7-aaaa-48a1-925f-664f7fe9b177,f747f995-e34a-4d81-b52f-4d5505d6dd33,One kind of barrier ( snow net ) uses a net strung between poles that are anchored by guy wires in addition to their foundations.,One kind of barrier ( snow net ) uses _ _ _ _ _ _  between poles that are anchored by guy wires in addition to their foundations.,a net strung,d9e8c076-cbd2-482d-8ff7-f1303f754110,Okay
38,Avalanche,2dfe10d7-aaaa-48a1-925f-664f7fe9b177,f747f995-e34a-4d81-b52f-4d5505d6dd33,One kind of barrier ( snow net ) uses a net strung between poles that are anchored by guy wires in addition to their foundations.,One kind of barrier ( snow net ) uses _ _ _ _ _ _  between poles that are anchored by guy wires in addition to their foundations.,a net strung,cb34e218-f9eb-45ff-a904-e242fc607d64,Okay
39,Avalanche,2dfe10d7-aaaa-48a1-925f-664f7fe9b177,f747f995-e34a-4d81-b52f-4d5505d6dd33,One kind of barrier ( snow net ) uses a net strung between poles that are anchored by guy wires in addition to their foundations.,One kind of barrier ( snow net ) uses _ _ _ _ _ _  between poles that are anchored by guy wires in addition to their foundations.,a net strung,34af710e-393a-44ee-8b61-6d9a808f8b25,Good
40,Suez Canal,1a4afe89-2f31-4abd-b5a9-133e6bfd507f,8d9b5b0a-c72a-4cf6-b93b-9e57046212c2,It is still the only route for ships which are too large for the canal.,It is still _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ .,the only route for ships which are too large for the canal,06ff68a6-0917-4ca1-a003-220cd524a592,Bad
41,Suez Canal,1a4afe89-2f31-4abd-b5a9-133e6bfd507f,8d9b5b0a-c72a-4cf6-b93b-9e57046212c2,It is still the only route for ships which are too large for the canal.,It is still _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ .,the only route for ships which are too large for the canal,a43cb53b-17dd-41c0-ae60-f72d425a4b61,Bad
42,Suez Canal,1a4afe89-2f31-4abd-b5a9-133e6bfd507f,8d9b5b0a-c72a-4cf6-b93b-9e57046212c2,It is still the only route for ships which are too large for the canal.,It is still _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ .,the only route for ships which are too large for the canal,01bdeb9e-d0cb-4246-bd0d-47699ee4e395,Bad
43,Suez Canal,1a4afe89-2f31-4abd-b5a9-133e6bfd507f,8d9b5b0a-c72a-4cf6-b93b-9e57046212c2,It is still the only route for ships which are too large for the canal.,It is still _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ .,the only route for ships which are too large for the canal,d9863dc1-b2c3-4d5c-be3d-5d72ebaa6b49,Bad
44,Byzantine Empire,32c3db18-7b2a-4d06-8cff-638c9879d8b2,02f4bf26-c755-4b9e-a7b8-48c132840743,"Since the crusade had to pass through Constantinople, however, the Emperor had some control over it.","Since the crusade had to _ _  through Constantinople, however, the Emperor had some control over it.",pass,d9863dc1-b2c3-4d5c-be3d-5d72ebaa6b49,Bad
45,Byzantine Empire,32c3db18-7b2a-4d06-8cff-638c9879d8b2,02f4bf26-c755-4b9e-a7b8-48c132840743,"Since the crusade had to pass through Constantinople, however, the Emperor had some control over it.","Since the crusade had to _ _  through Constantinople, however, the Emperor had some control over it.",pass,ac02fc24-420d-46a6-8bbc-357c7531894f,Bad
46,Byzantine Empire,32c3db18-7b2a-4d06-8cff-638c9879d8b2,02f4bf26-c755-4b9e-a7b8-48c132840743,"Since the crusade had to pass through Constantinople, however, the Emperor had some control over it.","Since the crusade had to _ _  through Constantinople, however, the Emperor had some control over it.",pass,7a7d8d1d-3f47-4f1a-bc7b-b195252e024d,Bad
47,Byzantine Empire,32c3db18-7b2a-4d06-8cff-638c9879d8b2,02f4bf26-c755-4b9e-a7b8-48c132840743,"Since the crusade had to pass through Constantinople, however, the Emperor had some control over it.","Since the crusade had to _ _  through Constantinople, however, the Emperor had some control over it.",pass,6723208b-0ad7-4633-8d8b-24ebbae27e02,Okay
48,Damascus Steel,f4bdb0ca-84ae-4ecf-a123-3bfc68218835,c3ace9f3-f4b2-4a97-9f5a-2f67279c0ba1,The process of forging and annealing is thought to have accounted for the nano-scale structures.,The process of forging and annealing is thought to have accounted for _ _ _ _ _ _ _ _ _ _ _ _ _.,the nano-scale structures,d9863dc1-b2c3-4d5c-be3d-5d72ebaa6b49,Good
49,Damascus Steel,f4bdb0ca-84ae-4ecf-a123-3bfc68218835,c3ace9f3-f4b2-4a97-9f5a-2f67279c0ba1,The process of forging and annealing is thought to have accounted for the nano-scale structures.,The process of forging and annealing is thought to have accounted for _ _ _ _ _ _ _ _ _ _ _ _ _.,the nano-scale structures,01bdeb9e-d0cb-4246-bd0d-47699ee4e395,Okay
50,Damascus Steel,f4bdb0ca-84ae-4ecf-a123-3bfc68218835,c3ace9f3-f4b2-4a97-9f5a-2f67279c0ba1,The process of forging and annealing is thought to have accounted for the nano-scale structures.,The process of forging and annealing is thought to have accounted for _ _ _ _ _ _ _ _ _ _ _ _ _.,the nano-scale structures,7a7d8d1d-3f47-4f1a-bc7b-b195252e024d,Good
51,Damascus Steel,f4bdb0ca-84ae-4ecf-a123-3bfc68218835,c3ace9f3-f4b2-4a97-9f5a-2f67279c0ba1,The process of forging and annealing is thought to have accounted for the nano-scale structures.,The process of forging and annealing is thought to have accounted for _ _ _ _ _ _ _ _ _ _ _ _ _.,the nano-scale structures,ac02fc24-420d-46a6-8bbc-357c7531894f,Good
52,Muhammad,019eb2ad-324a-4848-9094-5eae0865113a,f0013685-a18b-4f40-978b-84ab75d5eeb7,'I believe in One God and Mahomet the Apostle of God' is the simple and invariable profession of Islam.,'I believe in One God and Mahomet the Apostle of God' is _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _  of Islam.,the simple and invariable profession,d9e8c076-cbd2-482d-8ff7-f1303f754110,Okay
53,Muhammad,019eb2ad-324a-4848-9094-5eae0865113a,f0013685-a18b-4f40-978b-84ab75d5eeb7,'I believe in One God and Mahomet the Apostle of God' is the simple and invariable profession of Islam.,'I believe in One God and Mahomet the Apostle of God' is _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _  of Islam.,the simple and invariable profession,d84a7a62-3e7a-4e85-8903-0ce02f75bf95,Bad
54,Muhammad,019eb2ad-324a-4848-9094-5eae0865113a,f0013685-a18b-4f40-978b-84ab75d5eeb7,'I believe in One God and Mahomet the Apostle of God' is the simple and invariable profession of Islam.,'I believe in One God and Mahomet the Apostle of God' is _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _  of Islam.,the simple and invariable profession,d9863dc1-b2c3-4d5c-be3d-5d72ebaa6b49,Okay
55,Muhammad,019eb2ad-324a-4848-9094-5eae0865113a,f0013685-a18b-4f40-978b-84ab75d5eeb7,'I believe in One God and Mahomet the Apostle of God' is the simple and invariable profession of Islam.,'I believe in One God and Mahomet the Apostle of God' is _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _  of Islam.,the simple and invariable profession,d1fe660b-0157-4595-9b1b-8c05f64f458e,Okay
56,Nanotechnology,86699028-e3e4-4515-8668-bf6d98c8a07a,bc5647a5-9a72-4275-858f-b48e2abd2351,Two main approaches are used in nanotechnology.,_ _ _ _ _ _ _ _ _ _ are used in nanotechnology.,Two main approaches,e2cc0e8f-295a-4d21-b974-d8855b436244,Okay
57,Nanotechnology,86699028-e3e4-4515-8668-bf6d98c8a07a,bc5647a5-9a72-4275-858f-b48e2abd2351,Two main approaches are used in nanotechnology.,_ _ _ _ _ _ _ _ _ _ are used in nanotechnology.,Two main approaches,34181ca3-69bb-429c-8d85-9aaaf900650e,Good
58,Nanotechnology,86699028-e3e4-4515-8668-bf6d98c8a07a,bc5647a5-9a72-4275-858f-b48e2abd2351,Two main approaches are used in nanotechnology.,_ _ _ _ _ _ _ _ _ _ are used in nanotechnology.,Two main approaches,d9863dc1-b2c3-4d5c-be3d-5d72ebaa6b49,Bad
59,Nanotechnology,86699028-e3e4-4515-8668-bf6d98c8a07a,bc5647a5-9a72-4275-858f-b48e2abd2351,Two main approaches are used in nanotechnology.,_ _ _ _ _ _ _ _ _ _ are used in nanotechnology.,Two main approaches,3363f505-907e-4232-96aa-d83768343344,Good
60,Damascus Steel,f4bdb0ca-84ae-4ecf-a123-3bfc68218835,98edbe11-24af-4158-aa3a-cf8b4a4c6532,The process of forging and annealing is thought to have accounted for the nano-scale structures.,The process of forging and annealing is _ _ _ _ to have accounted for the nano-scale structures.,thought,d9863dc1-b2c3-4d5c-be3d-5d72ebaa6b49,Bad
61,Damascus Steel,f4bdb0ca-84ae-4ecf-a123-3bfc68218835,98edbe11-24af-4158-aa3a-cf8b4a4c6532,The process of forging and annealing is thought to have accounted for the nano-scale structures.,The process of forging and annealing is _ _ _ _ to have accounted for the nano-scale structures.,thought,01bdeb9e-d0cb-4246-bd0d-47699ee4e395,Bad
62,Damascus Steel,f4bdb0ca-84ae-4ecf-a123-3bfc68218835,98edbe11-24af-4158-aa3a-cf8b4a4c6532,The process of forging and annealing is thought to have accounted for the nano-scale structures.,The process of forging and annealing is _ _ _ _ to have accounted for the nano-scale structures.,thought,7a7d8d1d-3f47-4f1a-bc7b-b195252e024d,Bad
63,Damascus Steel,f4bdb0ca-84ae-4ecf-a123-3bfc68218835,98edbe11-24af-4158-aa3a-cf8b4a4c6532,The process of forging and annealing is thought to have accounted for the nano-scale structures.,The process of forging and annealing is _ _ _ _ to have accounted for the nano-scale structures.,thought,ac02fc24-420d-46a6-8bbc-357c7531894f,Bad
64,Taoism,c241764c-be1b-429a-b99e-6be27f74db75,04d0b68e-74b3-4ab3-bd13-ea9d1084b8bd,Popular Taoism typically presents the Jade Emperor as the official head deity .,_ _ _ _ _ _ _  typically presents the Jade Emperor as the official head deity .,Popular Taoism,d9863dc1-b2c3-4d5c-be3d-5d72ebaa6b49,Good
65,Taoism,c241764c-be1b-429a-b99e-6be27f74db75,04d0b68e-74b3-4ab3-bd13-ea9d1084b8bd,Popular Taoism typically presents the Jade Emperor as the official head deity .,_ _ _ _ _ _ _  typically presents the Jade Emperor as the official head deity .,Popular Taoism,7a4b0e8d-e256-4f70-a018-9f61aab02b83,Good
66,Taoism,c241764c-be1b-429a-b99e-6be27f74db75,04d0b68e-74b3-4ab3-bd13-ea9d1084b8bd,Popular Taoism typically presents the Jade Emperor as the official head deity .,_ _ _ _ _ _ _  typically presents the Jade Emperor as the official head deity .,Popular Taoism,01bdeb9e-d0cb-4246-bd0d-47699ee4e395,Okay
